Input feed cut file input-unit/svv-dual-band-2.204GHz-rhcp.cut, CF(dB)=-0.30, complex field for theta,phi degrees
    THETA    PHI        POL-1,real         POL-1,imag         POL-2,real         POL-2,imag
  173.00   280.00       8.687257E-03      -4.656258E-03       9.938922E-02      -2.287902E-02
  174.00   280.00       6.176205E-03      -3.204170E-03       1.028378E-01      -2.510809E-02
  175.00   280.00       4.051029E-03      -1.962061E-03       1.057416E-01      -2.697965E-02
  176.00   280.00       2.337622E-03      -9.266309E-04       1.080826E-01      -2.850051E-02
  177.00   280.00       1.051055E-03      -9.396271E-05       1.098193E-01      -2.966958E-02
  178.00   280.00       2.092883E-04       5.361326E-04       1.109471E-01      -3.048949E-02
  179.00   280.00      -1.766889E-04       9.627333E-04       1.114567E-01      -3.095738E-02
  180.00   280.00      -9.999595E-05       1.182668E-03       1.113449E-01      -3.106727E-02
    0.00   285.00       2.323721E+00       1.411772E+00      -8.938741E-03      -5.061192E-03
    1.00   285.00       2.322302E+00       1.411905E+00      -8.811622E-03      -5.426522E-03
    2.00   285.00       2.319017E+00       1.411682E+00      -8.571683E-03      -6.158944E-03
    3.00   285.00       2.313871E+00       1.411089E+00      -8.216916E-03      -7.248844E-03
    4.00   285.00       2.306878E+00       1.410104E+00      -7.746337E-03      -8.683488E-03
    5.00   285.00       2.298139E+00       1.408645E+00      -7.160673E-03      -1.044712E-02
    6.00   285.00       2.287523E+00       1.406804E+00      -6.461288E-03      -1.252114E-02
    7.00   285.00       2.275142E+00       1.404487E+00      -5.652931E-03      -1.488432E-02
    8.00   285.00       2.261040E+00       1.401662E+00      -4.742619E-03      -1.751341E-02
    9.00   285.00       2.245268E+00       1.398295E+00      -3.740451E-03      -2.038373E-02
   10.00   285.00       2.227890E+00       1.394353E+00      -2.659946E-03      -2.346995E-02
   11.00   285.00       2.208979E+00       1.389806E+00      -1.518254E-03      -2.674704E-02
   12.00   285.00       2.188617E+00       1.384629E+00      -3.361743E-04      -3.019144E-02
   13.00   285.00       2.166898E+00       1.378803E+00       8.620996E-04      -3.378226E-02
   14.00   285.00       2.143921E+00       1.372321E+00       2.049565E-03      -3.750270E-02
   15.00   285.00       2.119796E+00       1.365184E+00       3.197399E-03      -4.134129E-02
   16.00   285.00       2.094637E+00       1.357392E+00       4.274115E-03      -4.529246E-02
   17.00   285.00       2.068545E+00       1.349013E+00       5.257066E-03      -4.935973E-02
   18.00   285.00       2.041636E+00       1.340078E+00       6.119586E-03      -5.355338E-02
   19.00   285.00       2.014009E+00       1.330653E+00       6.844491E-03      -5.789174E-02
   20.00   285.00       1.985751E+00       1.320819E+00       7.424097E-03      -6.239992E-02
   21.00   285.00       1.956928E+00       1.310671E+00       7.863109E-03      -6.710789E-02
   22.00   285.00       1.927585E+00       1.300313E+00       8.181160E-03      -7.204732E-02
   23.00   285.00       1.897734E+00       1.289848E+00       8.414627E-03      -7.724753E-02
   24.00   285.00       1.867361E+00       1.279376E+00       8.617271E-03      -8.273031E-02
   25.00   285.00       1.836417E+00       1.268977E+00       8.859282E-03      -8.850414E-02
   26.00   285.00       1.804825E+00       1.258707E+00       9.224352E-03      -9.455828E-02
   27.00   285.00       1.772487E+00       1.248584E+00       9.804528E-03      -1.008572E-01
   28.00   285.00       1.739294E+00       1.238580E+00       1.069283E-02      -1.073365E-01
   29.00   285.00       1.705136E+00       1.228614E+00       1.197393E-02      -1.139007E-01
   30.00   285.00       1.669923E+00       1.218593E+00       1.371752E-02      -1.204296E-01
   31.00   285.00       1.633585E+00       1.208258E+00       1.595405E-02      -1.267602E-01
   32.00   285.00       1.596138E+00       1.197392E+00       1.867694E-02      -1.327313E-01
   33.00   285.00       1.557657E+00       1.185795E+00       2.184176E-02      -1.381724E-01
   34.00   285.00       1.518290E+00       1.173192E+00       2.534192E-02      -1.429240E-01
   35.00   285.00       1.478267E+00       1.159362E+00       2.902655E-02      -1.468570E-01
   36.00   285.00       1.437892E+00       1.144134E+00       3.270527E-02      -1.498896E-01
   37.00   285.00       1.397523E+00       1.127419E+00       3.616361E-02      -1.520022E-01
   38.00   285.00       1.357547E+00       1.109225E+00       3.918441E-02      -1.532465E-01
   39.00   285.00       1.318347E+00       1.089665E+00       4.157304E-02      -1.537477E-01
   40.00   285.00       1.280265E+00       1.068957E+00       4.318363E-02      -1.536958E-01
   41.00   285.00       1.243568E+00       1.047412E+00       4.394247E-02      -1.533281E-01
   42.00   285.00       1.208391E+00       1.025440E+00       4.386901E-02      -1.529073E-01
   43.00   285.00       1.174797E+00       1.003351E+00       4.306787E-02      -1.526633E-01
   44.00   285.00       1.142693E+00       9.815647E-01       4.173796E-02      -1.527976E-01
   45.00   285.00       1.111866E+00       9.603953E-01       4.014343E-02      -1.534210E-01
   46.00   285.00       1.082011E+00       9.400515E-01       3.857993E-02      -1.545378E-01
   47.00   285.00       1.052773E+00       9.206070E-01       3.733084E-02      -1.560365E-01
   48.00   285.00       1.023799E+00       9.019873E-01       3.662073E-02      -1.576987E-01
   49.00   285.00       9.947997E-01       8.839791E-01       3.657368E-02      -1.592275E-01
   50.00   285.00       9.655973E-01       8.662621E-01       3.718498E-02      -1.602925E-01
   51.00   285.00       9.361652E-01       8.484634E-01       3.831306E-02      -1.605849E-01
   52.00   285.00       9.065781E-01       8.302331E-01       3.969890E-02      -1.598767E-01
   53.00   285.00       8.772152E-01       8.112519E-01       4.099530E-02      -1.580526E-01
   54.00   285.00       8.484131E-01       7.913966E-01       4.183685E-02      -1.551635E-01
   55.00   285.00       8.205807E-01       7.706858E-01       4.190078E-02      -1.514046E-01
   56.00   285.00       7.940876E-01       7.493006E-01       4.096842E-02      -1.470912E-01
   57.00   285.00       7.691998E-01       7.275522E-01       3.896837E-02      -1.426046E-01
   58.00   285.00       7.460380E-01       7.058256E-01       3.599192E-02      -1.383224E-01
   59.00   285.00       7.245638E-01       6.845135E-01       3.227592E-02      -1.345483E-01
   60.00   285.00       7.045951E-01       6.639531E-01       2.815581E-02      -1.314560E-01
   61.00   285.00       6.857993E-01       6.443551E-01       2.400881E-02      -1.290573E-01
   62.00   285.00       6.679163E-01       6.258242E-01       2.013936E-02      -1.272097E-01
   63.00   285.00       6.505769E-01       6.083242E-01       1.677131E-02      -1.256557E-01
   64.00   285.00       6.335029E-01       5.916892E-01       1.397242E-02      -1.240810E-01
   65.00   285.00       6.165169E-01       5.756675E-01       1.165669E-02      -1.221913E-01
   66.00   285.00       5.995670E-01       5.599719E-01       9.614062E-03      -1.197809E-01
   67.00   285.00       5.827274E-01       5.443374E-01       7.569325E-03      -1.167793E-01
   68.00   285.00       5.661730E-01       5.285739E-01       5.256013E-03      -1.132625E-01
   69.00   285.00       5.500977E-01       5.125556E-01       2.497352E-03      -1.094255E-01
   70.00   285.00       5.348079E-01       4.963623E-01      -7.864803E-04      -1.055285E-01
   71.00   285.00       5.204446E-01       4.801146E-01      -4.508554E-03      -1.018235E-01
   72.00   285.00       5.071007E-01       4.639987E-01      -8.479502E-03      -9.848255E-02
   73.00   285.00       4.947790E-01       4.482123E-01      -1.245704E-02      -9.555461E-02
   74.00   285.00       4.834071E-01       4.329285E-01      -1.621863E-02      -9.295936E-02
   75.00   285.00       4.728620E-01       4.182774E-01      -1.962611E-02      -9.051992E-02
   76.00   285.00       4.629592E-01       4.043066E-01      -2.265153E-02      -8.801831E-02
   77.00   285.00       4.536122E-01       3.910774E-01      -2.541610E-02      -8.528473E-02
   78.00   285.00       4.446040E-01       3.785850E-01      -2.808837E-02      -8.223657E-02
   79.00   285.00       4.357659E-01       3.667601E-01      -3.085757E-02      -7.891471E-02
   80.00   285.00       4.269482E-01       3.554770E-01      -3.385373E-02      -7.546643E-02
   81.00   285.00       4.180504E-01       3.445549E-01      -3.709598E-02      -7.209523E-02
   82.00   285.00       4.090492E-01       3.337805E-01      -4.047671E-02      -6.898895E-02
   83.00   285.00       3.999790E-01       3.229173E-01      -4.377347E-02      -6.624313E-02
   84.00   285.00       3.910757E-01       3.118130E-01      -4.676579E-02      -6.382859E-02
   85.00   285.00       3.825160E-01       3.003985E-01      -4.923779E-02      -6.157161E-02
   86.00   285.00       3.745379E-01       2.886949E-01      -5.110434E-02      -5.919781E-02
   87.00   285.00       3.673553E-01       2.768311E-01      -5.244266E-02      -5.640909E-02
   88.00   285.00       3.611158E-01       2.650293E-01      -5.348948E-02      -5.297669E-02
   89.00   285.00       3.558628E-01       2.535763E-01      -5.458694E-02      -4.882288E-02
   90.00   285.00       3.514765E-01       2.427633E-01      -5.607846E-02      -4.405884E-02
   91.00   285.00       3.478055E-01       2.328444E-01      -5.824438E-02      -3.898412E-02
   92.00   285.00       3.444633E-01       2.240029E-01      -6.114962E-02      -3.400812E-02
   93.00   285.00       3.410343E-01       2.162282E-01      -6.464578E-02      -2.953927E-02
   94.00   285.00       3.371221E-01       2.093142E-01      -6.838348E-02      -2.586697E-02
   95.00   285.00       3.324496E-01       2.028777E-01      -7.189734E-02      -2.306762E-02
   96.00   285.00       3.269438E-01       1.964297E-01      -7.473107E-02      -2.096666E-02
   97.00   285.00       3.207749E-01       1.894877E-01      -7.656790E-02      -1.917094E-02
   98.00   285.00       3.143135E-01       1.816542E-01      -7.731679E-02      -1.714484E-02
   99.00   285.00       3.081446E-01       1.728424E-01      -7.719951E-02      -1.441008E-02
  100.00   285.00       3.027839E-01       1.631899E-01      -7.664154E-02      -1.060802E-02
  101.00   285.00       2.986590E-01       1.530885E-01      -7.621499E-02      -5.646528E-03
  102.00   285.00       2.959746E-01       1.431028E-01      -7.648327E-02       2.681415E-04
  103.00   285.00       2.946546E-01       1.338512E-01      -7.785327E-02       6.667502E-03
  104.00   285.00       2.943445E-01       1.258758E-01      -8.046178E-02       1.292682E-02
  105.00   285.00       2.944451E-01       1.194955E-01      -8.411769E-02       1.842048E-02
  106.00   285.00       2.943231E-01       1.147674E-01      -8.837305E-02       2.265900E-02
  107.00   285.00       2.932989E-01       1.114609E-01      -9.256804E-02       2.543392E-02
  108.00   285.00       2.908753E-01       1.090542E-01      -9.602098E-02       2.686657E-02
  109.00   285.00       2.868280E-01       1.068502E-01      -9.818184E-02       2.738755E-02
  110.00   285.00       2.812624E-01       1.041143E-01      -9.876555E-02       2.763914E-02
  111.00   285.00       2.746029E-01       1.002277E-01      -9.782273E-02       2.832517E-02
  112.00   285.00       2.674978E-01       9.483866E-02      -9.572647E-02       3.005228E-02
  113.00   285.00       2.607263E-01       8.785187E-02      -9.310213E-02       3.317010E-02
  114.00   285.00       2.549958E-01       7.962121E-02      -9.066342E-02       3.770475E-02
  115.00   285.00       2.508030E-01       7.074109E-02      -8.906118E-02       4.334663E-02
  116.00   285.00       2.483342E-01       6.196956E-02      -8.873492E-02       4.951938E-02
  117.00   285.00       2.474270E-01       5.407399E-02      -8.981635E-02       5.550726E-02
  118.00   285.00       2.476048E-01       4.767848E-02      -9.210272E-02       6.061031E-02
  119.00   285.00       2.481733E-01       4.314494E-02      -9.510310E-02       6.429194E-02
  120.00   285.00       2.483535E-01       4.053521E-02      -9.814067E-02       6.628650E-02
  121.00   285.00       2.474149E-01       3.949681E-02      -1.005034E-01       6.665340E-02
  122.00   285.00       2.448544E-01       3.952078E-02      -1.015786E-01       6.574782E-02
  123.00   285.00       2.404200E-01       3.990323E-02      -1.009732E-01       6.414954E-02
  124.00   285.00       2.341670E-01       3.991334E-02      -9.858276E-02       6.254216E-02
  125.00   285.00       2.264344E-01       3.891830E-02      -9.460268E-02       6.157972E-02
  126.00   285.00       2.177736E-01       3.648346E-02      -8.948096E-02       6.176584E-02
  127.00   285.00       2.088482E-01       3.243262E-02      -8.382763E-02       6.336730E-02
  128.00   285.00       2.003217E-01       2.686184E-02      -7.829997E-02       6.637571E-02
  129.00   285.00       1.927540E-01       2.013226E-02      -7.348425E-02       7.051606E-02
  130.00   285.00       1.864940E-01       1.270497E-02      -6.980538E-02       7.531991E-02
  131.00   285.00       1.817164E-01       5.201934E-03      -6.746227E-02       8.019219E-02
  132.00   285.00       1.783342E-01      -1.788750E-03      -6.640786E-02       8.452492E-02
  133.00   285.00       1.760579E-01      -7.772999E-03      -6.637223E-02       8.778990E-02
  134.00   285.00       1.744527E-01      -1.241392E-02      -6.691818E-02       8.961359E-02
  135.00   285.00       1.730121E-01      -1.556620E-02      -6.751775E-02       8.982181E-02
  136.00   285.00       1.712343E-01      -1.727981E-02      -6.763548E-02       8.845038E-02
  137.00   285.00       1.686905E-01      -1.777572E-02      -6.680494E-02       8.572410E-02
  138.00   285.00       1.650764E-01      -1.740070E-02      -6.468783E-02       8.201092E-02
  139.00   285.00       1.602638E-01      -1.654424E-02      -6.111002E-02       7.775740E-02
  140.00   285.00       1.541904E-01      -1.567156E-02      -5.606488E-02       7.343420E-02
  141.00   285.00       1.470487E-01      -1.514680E-02      -4.971175E-02       6.946556E-02
  142.00   285.00       1.390953E-01      -1.526196E-02      -4.233269E-02       6.618496E-02
  143.00   285.00       1.306556E-01      -1.619834E-02      -3.429129E-02       6.380518E-02
  144.00   285.00       1.220803E-01      -1.801815E-02      -2.598427E-02       6.240649E-02
  145.00   285.00       1.137046E-01      -2.067140E-02      -1.779574E-02       6.194207E-02
  146.00   285.00       1.058158E-01      -2.401464E-02      -1.005913E-02       6.225710E-02
  147.00   285.00       9.863073E-02      -2.783718E-02      -3.030282E-03       6.311729E-02
  148.00   285.00       9.228439E-02      -3.189048E-02       3.127261E-03       6.424165E-02
  149.00   285.00       8.682130E-02      -3.591427E-02       8.346884E-03       6.533523E-02
  150.00   285.00       8.223368E-02      -3.967067E-02       1.264483E-02       6.611882E-02
  151.00   285.00       7.846733E-02      -4.294540E-02       1.611451E-02       6.635282E-02
  152.00   285.00       7.531045E-02      -4.557250E-02       1.890385E-02       6.584480E-02
  153.00   285.00       7.265502E-02      -4.745382E-02       2.119320E-02       6.447383E-02
  154.00   285.00       7.033564E-02      -4.853360E-02       2.317602E-02       6.217893E-02
  155.00   285.00       6.819167E-02      -4.880556E-02       2.504126E-02       5.895880E-02
  156.00   285.00       6.607861E-02      -4.830554E-02       2.695923E-02       5.486362E-02
  157.00   285.00       6.387598E-02      -4.710238E-02       2.907156E-02       4.998432E-02
  158.00   285.00       6.149188E-02      -4.528823E-02       3.148524E-02       4.444091E-02
  159.00   285.00       5.886445E-02      -4.296909E-02       3.427044E-02       3.837098E-02
  160.00   285.00       5.596095E-02      -4.025651E-02       3.746136E-02       3.191926E-02
  161.00   285.00       5.277512E-02      -3.726059E-02       4.105937E-02       2.522890E-02
  162.00   285.00       4.932325E-02      -3.408466E-02       4.503783E-02       1.843468E-02
  163.00   285.00       4.563975E-02      -3.082159E-02       4.934753E-02       1.165829E-02
  164.00   285.00       4.177254E-02      -2.755154E-02       5.392261E-02       5.005461E-03
  165.00   285.00       3.777468E-02      -2.433684E-02       5.868614E-02      -1.435689E-03
  166.00   285.00       3.371506E-02      -2.123929E-02       6.355497E-02      -7.592658E-03
  167.00   285.00       2.965490E-02      -1.829444E-02       6.844386E-02      -1.341072E-02
  168.00   285.00       2.565753E-02      -1.553139E-02       7.326922E-02      -1.884874E-02
  169.00   285.00       2.178356E-02      -1.296958E-02       7.795151E-02      -2.387772E-02
  170.00   285.00       1.808943E-02      -1.062062E-02       8.241709E-02      -2.847855E-02
  171.00   285.00       1.462659E-02      -8.490037E-03       8.659932E-02      -3.263975E-02
  172.00   285.00       1.144098E-02      -6.578912E-03       9.043919E-02      -3.635538E-02
  173.00   285.00       8.572983E-03      -4.885392E-03       9.388555E-02      -3.962316E-02
  174.00   285.00       6.057484E-03      -3.405961E-03       9.689497E-02      -4.244290E-02
  175.00   285.00       3.924111E-03      -2.136526E-03       9.943152E-02      -4.481515E-02
  176.00   285.00       2.199068E-03      -1.073876E-03       1.014758E-01      -4.674355E-02
  177.00   285.00       8.987573E-04      -2.137920E-04       1.029869E-01      -4.821997E-02
  178.00   285.00       4.119113E-05       4.439517E-04       1.039592E-01      -4.924635E-02
  179.00   285.00      -3.621286E-04       8.986417E-04       1.043839E-01      -4.981848E-02
  180.00   285.00      -3.038448E-04       1.147336E-03       1.042585E-01      -4.993012E-02
    0.00   290.00       2.323721E+00       1.411772E+00      -8.938741E-03      -5.061192E-03
    1.00   290.00       2.322304E+00       1.411898E+00      -8.873053E-03      -5.447598E-03
    2.00   290.00       2.319020E+00       1.411668E+00      -8.759988E-03      -6.210310E-03
    3.00   290.00       2.313877E+00       1.411068E+00      -8.596422E-03      -7.339924E-03
    4.00   290.00       2.306887E+00       1.410074E+00      -8.379769E-03      -8.823806E-03
    5.00   290.00       2.298151E+00       1.408607E+00      -8.108780E-03      -1.064617E-02
    6.00   290.00       2.287539E+00       1.406758E+00      -7.782165E-03      -1.278821E-02
    7.00   290.00       2.275163E+00       1.404434E+00      -7.401826E-03      -1.522829E-02
    8.00   290.00       2.261067E+00       1.401601E+00      -6.971525E-03      -1.794250E-02
    9.00   290.00       2.245303E+00       1.398226E+00      -6.497833E-03      -2.090523E-02
   10.00   290.00       2.227934E+00       1.394277E+00      -5.990552E-03      -2.408991E-02
   11.00   290.00       2.209032E+00       1.389723E+00      -5.463031E-03      -2.746998E-02
   12.00   290.00       2.188682E+00       1.384541E+00      -4.932296E-03      -3.101999E-02
   13.00   290.00       2.166975E+00       1.378711E+00      -4.418921E-03      -3.471695E-02
   14.00   290.00       2.144012E+00       1.372226E+00      -3.946575E-03      -3.854167E-02
   15.00   290.00       2.119900E+00       1.365088E+00      -3.541155E-03      -4.248022E-02
   16.00   290.00       2.094757E+00       1.357295E+00      -3.231873E-03      -4.652484E-02
   17.00   290.00       2.068680E+00       1.348919E+00      -3.039264E-03      -5.067621E-02
   18.00   290.00       2.041784E+00       1.339987E+00      -2.989019E-03      -5.494298E-02
   19.00   290.00       2.014171E+00       1.330566E+00      -3.097796E-03      -5.934220E-02
   20.00   290.00       1.985926E+00       1.320736E+00      -3.373300E-03      -6.389856E-02
   21.00   290.00       1.957117E+00       1.310593E+00      -3.811224E-03      -6.864269E-02
   22.00   290.00       1.927787E+00       1.300239E+00      -4.392449E-03      -7.360827E-02
   23.00   290.00       1.897950E+00       1.289778E+00      -5.080888E-03      -7.882801E-02
   24.00   290.00       1.867591E+00       1.279308E+00      -5.822419E-03      -8.432863E-02
   25.00   290.00       1.836662E+00       1.268910E+00      -6.545362E-03      -9.012491E-02
   26.00   290.00       1.805088E+00       1.258641E+00      -7.162927E-03      -9.621352E-02
   27.00   290.00       1.772772E+00       1.248519E+00      -7.577906E-03      -1.025671E-01
   28.00   290.00       1.739603E+00       1.238516E+00      -7.689717E-03      -1.091293E-01
   29.00   290.00       1.705473E+00       1.228553E+00      -7.403584E-03      -1.158122E-01
   30.00   290.00       1.670288E+00       1.218538E+00      -6.638934E-03      -1.225017E-01
   31.00   290.00       1.633984E+00       1.208212E+00      -5.347236E-03      -1.290384E-01
   32.00   290.00       1.596573E+00       1.197385E+00      -3.517207E-03      -1.352611E-01
   33.00   290.00       1.558121E+00       1.185787E+00      -1.187546E-03      -1.409946E-01
   34.00   290.00       1.518781E+00       1.173215E+00       1.562054E-03      -1.460715E-01
   35.00   290.00       1.478777E+00       1.159420E+00       4.589900E-03      -1.503502E-01
   36.00   290.00       1.438409E+00       1.144231E+00       7.715030E-03      -1.537330E-01
   37.00   290.00       1.398034E+00       1.127554E+00       1.072742E-02      -1.561817E-01
   38.00   290.00       1.358037E+00       1.109391E+00       1.340844E-02      -1.577290E-01
   39.00   290.00       1.318802E+00       1.089848E+00       1.555580E-02      -1.584814E-01
   40.00   290.00       1.280675E+00       1.069140E+00       1.701012E-02      -1.586140E-01
   41.00   290.00       1.243932E+00       1.047570E+00       1.767944E-02      -1.583540E-01
   42.00   290.00       1.208708E+00       1.025547E+00       1.756035E-02      -1.579607E-01
   43.00   290.00       1.175087E+00       1.003380E+00       1.673900E-02      -1.576683E-01
   44.00   290.00       1.142983E+00       9.814980E-01       1.539302E-02      -1.576893E-01
   45.00   290.00       1.112189E+00       9.602244E-01       1.377173E-02      -1.581526E-01
   46.00   290.00       1.082403E+00       9.397818E-01       1.216308E-02      -1.590848E-01
   47.00   290.00       1.053268E+00       9.202590E-01       1.085144E-02      -1.603989E-01
   48.00   290.00       1.024431E+00       9.015893E-01       1.007254E-02      -1.619006E-01
   49.00   290.00       9.955699E-01       8.835820E-01       9.966225E-03      -1.633068E-01
   50.00   290.00       9.664980E-01       8.659141E-01       1.055286E-02      -1.642975E-01
   51.00   290.00       9.371687E-01       8.482079E-01       1.171681E-02      -1.645627E-01
   52.00   290.00       9.076524E-01       8.301053E-01       1.322436E-02      -1.638627E-01
   53.00   290.00       8.782864E-01       8.112519E-01       1.474245E-02      -1.620603E-01
   54.00   290.00       8.494069E-01       7.915068E-01       1.591217E-02      -1.591796E-01
   55.00   290.00       8.214700E-01       7.708773E-01       1.641224E-02      -1.553846E-01
   56.00   290.00       7.948418E-01       7.495192E-01       1.600470E-02      -1.509655E-01
   57.00   290.00       7.698132E-01       7.277345E-01       1.459257E-02      -1.462856E-01
   58.00   290.00       7.465329E-01       7.059102E-01       1.223609E-02      -1.417153E-01
   59.00   290.00       7.249882E-01       6.844532E-01       9.140752E-03      -1.375639E-01
   60.00   290.00       7.050149E-01       6.637264E-01       5.615537E-03      -1.340222E-01
   61.00   290.00       6.862797E-01       6.439700E-01       2.019416E-03      -1.311297E-01
   62.00   290.00       6.685229E-01       6.253207E-01      -1.345905E-03      -1.287697E-01
   63.00   290.00       6.513481E-01       6.077699E-01      -4.250682E-03      -1.267135E-01
   64.00   290.00       6.344424E-01       5.911649E-01      -6.609735E-03      -1.246672E-01
   65.00   290.00       6.175902E-01       5.752493E-01      -8.485633E-03      -1.223461E-01
   66.00   290.00       6.007064E-01       5.597131E-01      -1.006441E-02      -1.195422E-01
   67.00   290.00       5.838464E-01       5.442547E-01      -1.160234E-02      -1.161714E-01
   68.00   290.00       5.671858E-01       5.286410E-01      -1.335659E-02      -1.122891E-01
   69.00   290.00       5.509353E-01       5.127076E-01      -1.550724E-02      -1.080698E-01
   70.00   290.00       5.354469E-01       4.965076E-01      -1.814579E-02      -1.037528E-01
   71.00   290.00       5.209056E-01       4.801622E-01      -2.120711E-02      -9.958302E-02
   72.00   290.00       5.074464E-01       4.638779E-01      -2.452410E-02      -9.573518E-02
   73.00   290.00       4.950988E-01       4.478910E-01      -2.787194E-02      -9.227211E-02
   74.00   290.00       4.837954E-01       4.324218E-01      -3.103593E-02      -8.913369E-02
   75.00   290.00       4.733944E-01       4.176442E-01      -3.387416E-02      -8.616353E-02
   76.00   290.00       4.636722E-01       4.036365E-01      -3.634502E-02      -8.316070E-02
   77.00   290.00       4.544934E-01       3.904633E-01      -3.855004E-02      -7.995498E-02
   78.00   290.00       4.456040E-01       3.781021E-01      -4.064073E-02      -7.645937E-02
   79.00   290.00       4.368025E-01       3.664502E-01      -4.279678E-02      -7.269724E-02
   80.00   290.00       4.279302E-01       3.553361E-01      -4.515060E-02      -6.879573E-02
   81.00   290.00       4.189018E-01       3.445348E-01      -4.773615E-02      -6.494216E-02
   82.00   290.00       4.097286E-01       3.338019E-01      -5.046937E-02      -6.131881E-02
   83.00   290.00       4.004916E-01       3.228943E-01      -5.315366E-02      -5.803290E-02
   84.00   290.00       3.914669E-01       3.116675E-01      -5.558495E-02      -5.507473E-02
   85.00   290.00       3.828667E-01       3.000910E-01      -5.755187E-02      -5.230480E-02
   86.00   290.00       3.749381E-01       2.882326E-01      -5.895422E-02      -4.948110E-02
   87.00   290.00       3.678789E-01       2.762657E-01      -5.983710E-02      -4.632734E-02
   88.00   290.00       3.618001E-01       2.644429E-01      -6.039532E-02      -4.261711E-02
   89.00   290.00       3.566983E-01       2.530577E-01      -6.093097E-02      -3.825172E-02
   90.00   290.00       3.524131E-01       2.423859E-01      -6.176200E-02      -3.330292E-02
   91.00   290.00       3.487584E-01       2.326377E-01      -6.316735E-02      -2.801499E-02
   92.00   290.00       3.453513E-01       2.239538E-01      -6.524014E-02      -2.275053E-02
   93.00   290.00       3.417974E-01       2.162845E-01      -6.788325E-02      -1.788859E-02
   94.00   290.00       3.377381E-01       2.094033E-01      -7.080990E-02      -1.371906E-02
   95.00   290.00       3.329386E-01       2.029295E-01      -7.361156E-02      -1.035174E-02
   96.00   290.00       3.273588E-01       1.963986E-01      -7.586610E-02      -7.672048E-03
   97.00   290.00       3.211833E-01       1.893658E-01      -7.725666E-02      -5.358657E-03
   98.00   290.00       3.147751E-01       1.814753E-01      -7.765339E-02      -2.944830E-03
   99.00   290.00       3.086884E-01       1.726615E-01      -7.721276E-02       1.579111E-05
  100.00   290.00       3.034048E-01       1.630734E-01      -7.628033E-02       3.878556E-03
  101.00   290.00       2.993156E-01       1.530904E-01      -7.535680E-02       8.776017E-03
  102.00   290.00       2.966012E-01       1.432472E-01      -7.496235E-02       1.457463E-02
  103.00   290.00       2.951809E-01       1.341233E-01      -7.550219E-02       2.089314E-02
  104.00   290.00       2.947155E-01       1.262217E-01      -7.715626E-02       2.718544E-02
  105.00   290.00       2.946432E-01       1.198477E-01      -7.981045E-02       3.287394E-02
  106.00   290.00       2.943648E-01       1.150486E-01      -8.311162E-02       3.747807E-02
  107.00   290.00       2.932427E-01       1.116153E-01      -8.648749E-02       4.074573E-02
  108.00   290.00       2.908020E-01       1.090638E-01      -8.931338E-02       4.271814E-02
  109.00   290.00       2.868181E-01       1.067419E-01      -9.105062E-02       4.372721E-02
  110.00   290.00       2.813728E-01       1.039548E-01      -9.137607E-02       4.432269E-02
  111.00   290.00       2.748486E-01       1.001065E-01      -9.026186E-02       4.514585E-02
  112.00   290.00       2.678486E-01       9.484427E-02      -8.798043E-02       4.678452E-02
  113.00   290.00       2.611011E-01       8.804674E-02      -8.506315E-02       4.962622E-02
  114.00   290.00       2.552943E-01       8.002184E-02      -8.215667E-02       5.377253E-02
  115.00   290.00       2.509250E-01       7.131221E-02      -7.989035E-02       5.901412E-02
  116.00   290.00       2.482055E-01       6.262989E-02      -7.873322E-02       6.487382E-02
  117.00   290.00       2.470182E-01       5.471350E-02      -7.889066E-02       7.071006E-02
  118.00   290.00       2.469405E-01       4.818266E-02      -8.026057E-02       7.585421E-02
  119.00   290.00       2.473281E-01       4.342023E-02      -8.245631E-02       7.975092E-02
  120.00   290.00       2.474404E-01       4.052902E-02      -8.488521E-02       8.206885E-02
  121.00   290.00       2.465534E-01       3.921223E-02      -8.688073E-02       8.277339E-02
  122.00   290.00       2.441557E-01       3.901162E-02      -8.782784E-02       8.211392E-02
  123.00   290.00       2.399616E-01       3.926583E-02      -8.728382E-02       8.057804E-02
  124.00   290.00       2.339783E-01       3.926752E-02      -8.505955E-02       7.878966E-02
  125.00   290.00       2.264912E-01       3.838433E-02      -8.124829E-02       7.738758E-02
  126.00   290.00       2.180044E-01       3.615974E-02      -7.620039E-02       7.690696E-02
  127.00   290.00       2.091411E-01       3.237070E-02      -7.045039E-02       7.768441E-02
  128.00   290.00       2.005629E-01       2.707883E-02      -6.462340E-02       7.980988E-02
  129.00   290.00       1.928390E-01       2.059166E-02      -5.931410E-02       8.310933E-02
  130.00   290.00       1.863309E-01       1.332659E-02      -5.499550E-02       8.720195E-02
  131.00   290.00       1.812581E-01       5.879888E-03      -5.194965E-02       9.155304E-02
  132.00   290.00       1.775782E-01      -1.168720E-03      -5.022777E-02       9.557577E-02
  133.00   290.00       1.750485E-01      -7.315599E-03      -4.965607E-02       9.872227E-02
  134.00   290.00       1.732620E-01      -1.220025E-02      -4.988000E-02       1.005639E-01
  135.00   290.00       1.717375E-01      -1.564243E-02      -5.042178E-02       1.008459E-01
  136.00   290.00       1.699804E-01      -1.765369E-02      -5.076179E-02       9.951177E-02
  137.00   290.00       1.675549E-01      -1.841836E-02      -5.041347E-02       9.669751E-02
